"","AUC"
"X4502",0.628472222222222
"X4504",0.958333333333333
"X4508",0.604166666666667
"X4510",0.611111111111111
"X4519",0.711805555555556
"X4526",0.600694444444444
"X4533",0.739583333333333
"X4534",0.829861111111111
"X4546",0.604166666666667
"X4558",0.520833333333333
"X4565",0.805555555555556
"X4566",0.576388888888889
"X4568",0.777777777777778
"X4573",0.645833333333333
"X4587",0.555555555555556
"X4590",0.829861111111111
"X4608",0.916666666666667
"X4619",0.586805555555556
"X4628",0.583333333333333
"X4632",0.722222222222222
"X4649",0.53125
"X4654",0.583333333333333
"X4659",0.666666666666667
"X4667",0.920138888888889
"X4683",0.565972222222222
"X4709",0.788194444444444
"X4711",0.576388888888889
"X4717",0.565972222222222
"X4727",0.586805555555556
"X4728",0.649305555555556
"X4732",0.520833333333333
"X4750",0.618055555555556
"X4753",0.559027777777778
"X4757",0.583333333333333
"X4758",1
"X4763",0.680555555555556
"X4764",0.5625
"X4771",0.559027777777778
"X4775",0.545138888888889
"X4782",1
"X4791",1
"X4793",0.642361111111111
"X4797",0.642361111111111
"X4800",0.597222222222222
"X4809",0.770833333333333
"X4822",0.534722222222222
"X4847",0.916666666666667
"X4865",0.506944444444444
"X4871",0.770833333333333
"X4873",0.680555555555556
"X4879",0.53125
"X4880",0.972222222222222
"X4883",0.572916666666667
"X4885",0.631944444444444
"X4886",0.961805555555556
"X4887",0.881944444444444
"X4891",0.545138888888889
"X4901",0.555555555555556
"X4912",0.857638888888889
"X4917",0.951388888888889
"X4924",0.732638888888889
"X4945",0.840277777777778
"X4950",0.545138888888889
"X4963",0.5625
"X4968",0.552083333333333
"X4987",0.680555555555556
"X4988",0.715277777777778
"X5008",0.736111111111111
"X5010",0.895833333333333
"X5011",0.552083333333333
"X5020",0.958333333333333
"X5027",0.927083333333333
"X5032",0.677083333333333
"X5037",0.541666666666667
"X5042",0.555555555555556
"X5051",0.645833333333333
"X5069",0.590277777777778
"X5071",0.819444444444444
"X5084",0.989583333333333
"X5101",0.638888888888889
"X5111",0.552083333333333
"X5121",0.850694444444444
"X5136",1
"X5137",0.569444444444444
"X5143",0.638888888888889
"X5144",0.583333333333333
"X5145",0.711805555555556
"X5146",0.715277777777778
"X5168",0.555555555555556
"X5175",0.84375
"X5194",0.673611111111111
"X5203",0.725694444444444
"X5209",0.503472222222222
"X5212",0.739583333333333
"X5213",0.902777777777778
"X5225",0.576388888888889
"X5226",0.631944444444444
"X5238",0.729166666666667
"X5240",0.659722222222222
"X5245",0.84375
"X5250",0.795138888888889
"X5251",0.708333333333333
"X5254",0.53125
"X5255",0.600694444444444
"X5258",0.628472222222222
"X5259",0.697916666666667
"X5265",0.534722222222222
"X5276",0.611111111111111
"X5277",0.666666666666667
"X5281",0.513888888888889
"X5285",0.9375
"X5292",0.652777777777778
"X5296",0.809027777777778
"X5300",0.538194444444444
"X5301",0.53125
"X5309",0.90625
"X5325",0.815972222222222
"X5346",0.965277777777778
"X5348",1
"X5351",0.708333333333333
"X5352",0.822916666666667
"X5361",0.711805555555556
"X5386",1
"X5389",0.840277777777778
"X5423",0.8125
"X5432",0.625
"X5449",0.569444444444444
"X5453",0.708333333333333
"X5455",0.8125
"X5458",0.569444444444444
"X5464",0.972222222222222
"X5517",1
"X5526",0.826388888888889
"X5539",0.760416666666667
"X5544",0.548611111111111
"X5548",0.659722222222222
"X5558",0.576388888888889
"X5560",0.600694444444444
"X5576",0.645833333333333
"X5585",0.618055555555556
"X5586",0.770833333333333
"X5592",0.565972222222222
"X5605",0.552083333333333
"X5606",0.510416666666667
"X5620",0.704861111111111
"X5646",0.53125
"X5648",0.569444444444444
"X5649",0.552083333333333
"X5659",0.8125
"X5661",0.739583333333333
"X5664",0.527777777777778
"X5675",0.506944444444444
"X5677",0.513888888888889
"X5684",0.597222222222222
"X5685",0.743055555555556
"X5690",0.527777777777778
"X5701",0.934027777777778
"X5702",0.649305555555556
"X5705",0.53125
"X5707",0.527777777777778
"X5712",0.701388888888889
"X5737",0.875
"X5742",0.861111111111111
"X5743",0.690972222222222
"X5744",0.774305555555556
"X5745",0.607638888888889
"X5763",0.940972222222222
"X5766",0.854166666666667
"X5768",0.763888888888889
"X5774",0.579861111111111
"X5784",0.743055555555556
"X5791",0.604166666666667
"X5793",0.916666666666667
"X5817",0.552083333333333
"X5822",0.548611111111111
"X5837",0.604166666666667
"X5853",0.927083333333333
"X5868",0.579861111111111
"X5878",0.572916666666667
"X5883",0.579861111111111
"X5884",1
"X5885",0.520833333333333
"X5894",0.951388888888889
"X5918",0.819444444444444
"X5919",0.520833333333333
"X5925",0.579861111111111
"X5930",0.614583333333333
"X5933",0.704861111111111
"X5938",0.961805555555556
"X5948",0.503472222222222
"X5962",0.652777777777778
"X5971",0.579861111111111
"X5981",0.774305555555556
"X5984",0.649305555555556
"X5986",0.607638888888889
"X5987",0.559027777777778
"X5999",0.736111111111111
"X6008",0.822916666666667
"X6019",0.555555555555556
"X6029",0.618055555555556
"X6032",0.71875
"X6033",0.541666666666667
"X6044",0.673611111111111
"X6049",0.559027777777778
"X6055",0.697916666666667
"X6073",0.621527777777778
"X6080",0.545138888888889
"X6085",0.642361111111111
"X6086",0.631944444444444
"X6100",0.854166666666667
"X6101",0.642361111111111
"X6109",0.579861111111111
"X6124",0.791666666666667
"X6140",0.701388888888889
"X6147",0.840277777777778
"X6164",0.670138888888889
"X6178",0.850694444444444
"X6186",0.850694444444444
"X6206",0.513888888888889
"X6220",0.684027777777778
"X6229",0.510416666666667
"X6242",0.569444444444444
"X6245",0.798611111111111
"X6259",0.545138888888889
"X6280",0.524305555555556
"X6298",0.517361111111111
"X6304",0.597222222222222
"X6305",0.725694444444444
"X6313",0.559027777777778
"X6316",0.524305555555556
"X6322",0.913194444444444
"X6337",0.822916666666667
"X6340",0.565972222222222
"X6343",0.951388888888889
"X6374",0.524305555555556
"X6378",0.694444444444444
"X6387",0.628472222222222
"X6403",0.510416666666667
"X6415",0.534722222222222
"X6432",1
"X6438",0.555555555555556
"X6441",0.909722222222222
"X6444",0.753472222222222
"X6450",0.607638888888889
"X6456",0.506944444444444
"X6469",0.826388888888889
"X6475",0.59375
"X6488",0.579861111111111
"X6489",0.618055555555556
"X6494",0.513888888888889
"X6516",0.819444444444444
"X6522",0.625
"X6530",0.513888888888889
"X6531",0.607638888888889
"X6539",0.774305555555556
"X6565",0.934027777777778
"X6581",0.663194444444444
"X6583",0.6875
"X6592",0.736111111111111
"X6594",0.944444444444444
"X6600",0.548611111111111
"X6601",0.8125
"X6607",0.621527777777778
"X6614",0.510416666666667
"X6623",0.534722222222222
"X6624",0.576388888888889
"X6643",0.607638888888889
"X6648",0.736111111111111
"X6651",0.586805555555556
"X6658",0.638888888888889
"X6668",0.527777777777778
"X6679",0.649305555555556
"X6680",0.586805555555556
"X6698",0.864583333333333
"X6712",0.864583333333333
"X6716",0.618055555555556
"X6726",0.618055555555556
"X6732",0.559027777777778
"X6758",0.746527777777778
"X6767",0.618055555555556
"X6794",0.833333333333333
"X6809",0.600694444444444
"X6818",1
"X6834",0.746527777777778
"X6838",0.947916666666667
"X6851",0.694444444444444
"X6858",0.625
"X6863",0.520833333333333
"X6868",1
"X6877",0.503472222222222
"X6878",0.621527777777778
"X6890",0.645833333333333
"X6909",0.840277777777778
"X6911",0.541666666666667
"X6931",0.673611111111111
"X6949",0.545138888888889
"X6955",0.663194444444444
"X6986",0.513888888888889
"X6995",0.90625
"X7001",0.590277777777778
"X7009",0.684027777777778
"X7017",0.59375
"X7020",0.618055555555556
"X7021",0.586805555555556
"X7056",0.628472222222222
"X7062",0.767361111111111
"X7063",0.795138888888889
"X7064",1
"X7069",0.572916666666667
"X7081",0.635416666666667
"X7091",0.534722222222222
"X7097",0.597222222222222
"X7112",0.652777777777778
"X7114",0.545138888888889
"X7162",0.930555555555556
"X7170",0.885416666666667
"X7171",0.8125
"X7189",0.631944444444444
"X7190",0.722222222222222
"X7204",0.569444444444444
"X7220",0.5
"X7247",0.729166666666667
"X7251",0.506944444444444
"X7315",0.732638888888889
"X7319",0.534722222222222
"X7326",0.572916666666667
"X7328",0.614583333333333
"X7342",0.805555555555556
"X7352",0.517361111111111
"X7365",0.694444444444444
"X7373",0.611111111111111
"X7380",0.541666666666667
"X7408",0.618055555555556
"X7409",0.732638888888889
"X7410",0.586805555555556
"X7413",0.680555555555556
"X7429",0.625
"X7458",0.579861111111111
"X7468",0.756944444444444
"X7470",0.645833333333333
"X7475",0.527777777777778
"X7485",0.878472222222222
"X7499",0.854166666666667
"X7500",0.972222222222222
"X7503",0.815972222222222
"X7505",0.760416666666667
"X7510",0.513888888888889
"X7518",0.645833333333333
"X7522",0.784722222222222
"X7524",0.666666666666667
"X7541",0.53125
"X7551",0.8125
"X7571",0.510416666666667
"X7576",0.649305555555556
"X7582",0.920138888888889
"X7590",0.631944444444444
"X7591",0.743055555555556
"X7592",0.670138888888889
"X7595",0.5625
"X7604",0.704861111111111
"X7608",0.850694444444444
"X7625",0.614583333333333
"X7626",0.666666666666667
"X7635",0.659722222222222
"X7649",0.659722222222222
"X7653",0.649305555555556
"X7654",0.569444444444444
"X7663",0.673611111111111
"X7695",0.628472222222222
"X7718",0.690972222222222
"X7726",0.555555555555556
"X7731",0.822916666666667
"X7733",0.708333333333333
"X7781",0.510416666666667
"X7787",0.513888888888889
"X7814",0.590277777777778
"X7824",0.604166666666667
"X7834",0.875
"X7836",0.631944444444444
"X7838",0.565972222222222
"X7843",0.569444444444444
"X7846",0.576388888888889
"X7859",0.673611111111111
"X7870",0.572916666666667
"X7893",0.503472222222222
"X7895",0.524305555555556
"X7901",0.736111111111111
"X7935",0.586805555555556
"X7945",0.506944444444444
"X7950",0.503472222222222
"X7959",0.506944444444444
"X7972",1
"X7980",0.850694444444444
"X7982",0.53125
"X8003",0.527777777777778
"X8027",0.565972222222222
"X8030",0.642361111111111
"X8034",0.819444444444444
"X8035",0.677083333333333
"X8036",0.628472222222222
"X8045",0.513888888888889
"X8053",0.611111111111111
"X8062",0.649305555555556
"X8071",0.524305555555556
"X8081",0.6875
"X8089",0.743055555555556
"X8094",0.729166666666667
"X8138",0.552083333333333
"X8141",0.868055555555556
"X8156",1
"X8166",0.746527777777778
"X8191",0.576388888888889
"X8208",0.583333333333333
"X8228",0.520833333333333
"X8252",0.625
"X8259",0.736111111111111
"X8280",0.836805555555556
"X8282",0.805555555555556
"X8283",1
"X8305",0.649305555555556
"X8308",0.513888888888889
"X8309",0.729166666666667
"X8316",0.548611111111111
"X8334",0.576388888888889
"X8335",0.53125
"X8342",0.673611111111111
"X8347",0.708333333333333
"X8354",0.75
"X8359",0.701388888888889
"X8361",0.895833333333333
"X8368",0.743055555555556
"X8381",0.59375
"X8394",0.649305555555556
"X8395",0.625
"X8431",0.625
"X8432",0.625
"X8435",0.993055555555556
"X8436",0.628472222222222
"X8439",0.618055555555556
"X8440",0.802083333333333
"X8452",0.565972222222222
"X8465",0.927083333333333
"X8484",0.597222222222222
"X8485",0.743055555555556
"X8503",0.597222222222222
"X8507",0.642361111111111
"X8537",0.510416666666667
"X8551",0.704861111111111
"X8586",0.819444444444444
"X8607",0.680555555555556
"X8631",0.777777777777778
"X8648",0.506944444444444
"X8662",0.649305555555556
"X8692",0.861111111111111
"X8700",0.878472222222222
"X8702",0.559027777777778
"X8704",1
"X8712",0.527777777777778
"X8721",0.774305555555556
"X8754",0.618055555555556
"X8757",0.565972222222222
"X8770",0.534722222222222
"X8782",0.538194444444444
"X8796",0.552083333333333
"X8797",0.552083333333333
"X8800",0.506944444444444
"X8812",1
"X8824",0.805555555555556
"X8827",0.5625
"X8828",0.708333333333333
"X8834",0.684027777777778
"X8845",0.517361111111111
"X8850",0.559027777777778
"X8866",0.829861111111111
"X8879",0.590277777777778
"X8883",0.645833333333333
"X8893",0.628472222222222
"X8896",0.572916666666667
"X8902",0.618055555555556
"X8918",0.677083333333333
"X8920",0.885416666666667
"X8938",0.621527777777778
"X8942",0.520833333333333
"X8943",0.618055555555556
"X8945",0.565972222222222
"X8963",0.631944444444444
"X8976",0.649305555555556
"X8978",0.524305555555556
"X8980",0.670138888888889
"X8984",0.732638888888889
"X8991",0.625
"X8998",0.59375
"X9037",0.708333333333333
"X9038",0.59375
"X9039",0.583333333333333
"X9049",0.690972222222222
"X9061",0.5625
"X9066",0.791666666666667
"X9067",0.65625
"X9068",0.534722222222222
"X9070",0.527777777777778
"X9071",0.569444444444444
"X9075",0.746527777777778
"X9113",0.631944444444444
"X9114",0.875
"X9119",0.559027777777778
"X9125",0.677083333333333
"X9133",0.625
"X9146",0.5625
"X9147",0.677083333333333
"X9174",0.541666666666667
"X9179",0.902777777777778
"X9185",0.503472222222222
"X9229",0.652777777777778
"X9231",0.690972222222222
"X9235",0.59375
"X9247",0.791666666666667
"X9254",0.753472222222222
"X9279",0.729166666666667
"X9280",0.600694444444444
"X9282",0.701388888888889
"X9286",0.59375
"X9296",0.784722222222222
"X9303",0.927083333333333
"X9320",0.5
"X9328",0.59375
"X9350",0.538194444444444
"X9351",0.559027777777778
"X9358",0.774305555555556
"X9359",0.517361111111111
"X9364",0.565972222222222
"X9397",0.753472222222222
"X9409",0.513888888888889
"X9432",0.739583333333333
"X9438",0.569444444444444
"X9440",0.715277777777778
"X9446",0.75
"X9449",0.534722222222222
"X9450",0.5625
"X9458",0.611111111111111
"X9481",0.548611111111111
"X9514",0.583333333333333
"X9527",0.576388888888889
"X9528",0.777777777777778
"X9540",0.795138888888889
"X9547",0.711805555555556
"X9561",0.586805555555556
"X9565",0.53125
"X9573",0.520833333333333
"X9591",0.576388888888889
"X9594",0.579861111111111
"X9596",0.913194444444444
"X9602",0.770833333333333
"X9620",0.666666666666667
"X9622",0.802083333333333
"X9624",0.690972222222222
"X9639",0.680555555555556
"X9659",0.871527777777778
"X9666",0.59375
"X9688",0.645833333333333
"X9696",1
"X9698",0.652777777777778
"X9699",0.638888888888889
"X9707",0.607638888888889
"X9716",0.583333333333333
"X9720",0.815972222222222
"X9722",0.715277777777778
"X9733",1
"X9741",0.642361111111111
"X9780",0.8125
"X9781",0.697916666666667
"X9791",0.503472222222222
"X9800",0.538194444444444
"X9809",0.809027777777778
"X9810",0.760416666666667
"X9828",0.798611111111111
"X9892",0.545138888888889
"X9901",0.569444444444444
"X9906",0.774305555555556
"X9907",0.652777777777778
"X9914",0.534722222222222
"X9929",0.861111111111111
"X9935",0.586805555555556
"X9937",0.680555555555556
"X9969",0.597222222222222
"X9979",0.635416666666667
"X9982",0.559027777777778
"X9988",0.805555555555556
"X9992",0.666666666666667
"X9994",0.652777777777778
"X10001",0.503472222222222
"X10017",0.506944444444444
"X10043",0.53125
"X10078",0.524305555555556
"X10081",0.527777777777778
"X10088",0.590277777777778
"X10118",0.6875
"X10126",0.548611111111111
"X10127",0.559027777777778
"X10150",0.878472222222222
"X10162",0.708333333333333
"X10186",0.520833333333333
"X10196",0.704861111111111
"X10197",0.739583333333333
"X10218",0.520833333333333
"X10219",0.555555555555556
"X10244",0.579861111111111
"X10247",0.586805555555556
"X10248",0.5
"X10250",0.590277777777778
"X10277",0.631944444444444
"X10291",0.506944444444444
"X10292",0.618055555555556
"X10294",0.555555555555556
"X10305",0.510416666666667
"X10307",0.614583333333333
"X10342",0.975694444444444
"X10346",0.527777777777778
"X10351",0.9375
"X10353",0.715277777777778
"X10358",0.524305555555556
"X10362",0.670138888888889
"X10365",0.840277777777778
"X10376",0.541666666666667
"X10403",0.545138888888889
"X10427",0.559027777777778
"X10440",0.583333333333333
"X10455",0.815972222222222
"X10461",0.559027777777778
"X10466",0.652777777777778
"X10484",0.545138888888889
"X10487",0.899305555555556
"X10525",0.538194444444444
"X10532",0.635416666666667
"X10537",0.708333333333333
